Title and feature,Price (fcfa),Marque,Delivery price,Rating,Delivery to,Picture,Link
Tecno SPARK  Go - 6.52" - ROM 32GB - RAM 2GB - Camera 13/8MP -  Noir,51900,Tecno,550 FCFA,4.1/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/93/36388/1.jpg?7916,https://www.jumia.sn/tecno-spark-go-6.52-rom-32gb-ram-2gb-camera-138mp-noir-8836339.html
Infinix Smart 5 4G - 6,6" HD - Rom 32Go - 4G Ram 2Go - Caméra 8MP Camera front 8MP - 5000mAh - Ocean Wave,53900,Infinix,550 FCFA,3.5/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/53/12846/1.jpg?4154,https://www.jumia.sn/infinix-smart-5-4g-66-hd-rom-32go-4g-ram-2go-camera-8mp-camera-front-8mp-5000mah-ocean-wave-6482135.html
Calus C12SE - Ecran 5.5" - RAM 1Go - ROM 8Go - Vert,19900,Calus,550 FCFA,4/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/02/87339/1.jpg?0095,https://www.jumia.sn/calus-c12se-ecran-5.5-ram-1go-rom-8go-vert-9337820.html
Redmi Note 10 Pro Max – Ecran 6.67″ - ROM 128GB - RAM 6GB - Caméra 108MP - darknight,174500,Redmi,550 FCFA,5/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/33/02788/1.jpg?2775,https://www.jumia.sn/redmi-note-10-pro-max-ecran-6.67-rom-128gb-ram-6gb-camera-108mp-darknight-8872033.html
Oking PACK Mate 30 Pro RAM 2Go ROM -16Go + Oking OK312 Ecran 1,7" - Double SIM,33500,Oking,550 FCFA,4.3/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/03/70129/1.jpg?2463,https://www.jumia.sn/oking-pack-mate-30-pro-ram-2go-rom-16go-oking-ok312-ecran-17-double-sim-9210730.html
Calus Zero 30 Max - Ecran 5.5" - RAM 1Go - ROM 8Go - Caméra 13MP - 3000mAh - Noir,20900,Calus,550 FCFA,4/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/64/46188/1.jpg?0093,https://www.jumia.sn/calus-zero-30-max-ecran-5.5-ram-1go-rom-8go-camera-13mp-3000mah-noir-8816446.html
Tecno Spark 7 - 6.5"  - Caméra 16MP / 8MP - 5000mAh - Vert,61800,Tecno,550 FCFA,0/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/17/86629/1.jpg?3657,https://www.jumia.sn/tecno-spark-7-6.5-camera-16mp-8mp-5000mah-vert-9266871.html
Tecno Camon 17 - Ecran 6.6" - ROM 128GB - RAM 4GB - Camera 48/8MP - Silver,98900,Tecno,550 FCFA,5/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/80/07188/1.jpg?3826,https://www.jumia.sn/tecno-camon-17-ecran-6.6-rom-128gb-ram-4gb-camera-488mp-silver-8817008.html
Tecno Spark 7 (Magnet Black, 2GB RAM, 32GB Storage) - 5000mAh Battery-16 MP Dual Camera- 6.5” Dot Notch Display,60900,Tecno,550 FCFA,3/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/30/65439/1.jpg?0551,https://www.jumia.sn/tecno-spark-7-magnet-black-2gb-ram-32gb-storage-5000mah-battery-16-mp-dual-camera-6.5-dot-notch-display-9345603.html
Invens H4 - Ecran 5.0" - Double SIM - ROM 16GB - RAM 2GB - Camera 5/5MP,29900,Invens,550 FCFA,4.3/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/76/74016/1.jpg?3403,https://www.jumia.sn/invens-h4-ecran-5.0-double-sim-rom-16gb-ram-2gb-camera-55mp-6104767.html
Tecno Spark 7 (Green, 2GB RAM, 32GB Storage) - 5000mAh Batterie -16 MP Dual Camera- 6.5” Dot Notch Display,60900,Tecno,550 FCFA,1/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/72/36539/1.jpg?4211,https://www.jumia.sn/tecno-spark-7-green-2gb-ram-32gb-storage-5000mah-batterie-16-mp-dual-camera-6.5-dot-notch-display-9356327.html
Tecno Camon 17 - Ecran 6.6" - ROM 128GB - RAM 6GB - Camera 48/16MP - Silver,95800,Tecno,550 FCFA,0/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/90/07188/1.jpg?3826,https://www.jumia.sn/tecno-camon-17-ecran-6.6-rom-128gb-ram-6gb-camera-4816mp-silver-8817009.html
Oking Mate 21 PRO - Ecran 6.1" - ROM 16Go Ram 2Go- Caméra 5MP - Batterie 2800mAh,27000,Oking,550 FCFA,0/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/89/55439/1.jpg?0551,https://www.jumia.sn/oking-mate-21-pro-ecran-6.1-rom-16go-ram-2go-camera-5mp-batterie-2800mah-9345598.html
Tecno Spark 7 (Spruce Green, 2GB RAM, 32GB Storage) - 6000mAh Battery-16 MP Dual Camera- 6.52” Dot Notch Display,67500,Tecno,550 FCFA,0/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/17/13988/1.jpg?8220,https://www.jumia.sn/tecno-spark-7-spruce-green-2gb-ram-32gb-storage-6000mah-battery-16-mp-dual-camera-6.52-dot-notch-display-8893171.html
Samsung Galaxy A03S - 4G - 6.5" - RAM 3Go - ROM 32Go - Caméra 13+2+2MP - Empreinte digitale,71000,Samsung,550 FCFA,0/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/38/42739/1.jpg?7966,https://www.jumia.sn/samsung-galaxy-a03s-4g-6.5-ram-3go-rom-32go-camera-1322mp-empreinte-digitale-9372483.html
Infinix Hot 10T - Écran 6.82"  - ROM 128GB - RAM 4GB - Caméra 48/8MP - Noir,92000,Infinix,550 FCFA,0/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/05/23788/1.jpg?6615,https://www.jumia.sn/infinix-hot-10t-ecran-6.82-rom-128gb-ram-4gb-camera-488mp-noir-8873250.html
Infinix Smart 5 4G - 6,6" HD - Rom 32Go - Ram 2Go - Caméra 8MP Camera front 8MP - 5000mAh - Noir,53900,Infinix,550 FCFA,4/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/51/12846/1.jpg?4154,https://www.jumia.sn/infinix-smart-5-4g-66-hd-rom-32go-ram-2go-camera-8mp-camera-front-8mp-5000mah-noir-6482115.html
Oking Mate 21 Pro -RAM 2Go ROM -16Go Dual SIM,28500,Oking,550 FCFA,0/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/42/14706/1.jpg?5829,https://www.jumia.sn/oking-mate-21-pro-ram-2go-rom-16go-dual-sim-6074124.html
TCL 20Y - 64GB Rom + 4GB Ram - 6.52" - Triple Caméra 48MP+2+2- 4000 mAh - Bleu + Kit Cadeau offert,80000,TCL,550 FCFA,0/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/23/64788/1.jpg?5442,https://www.jumia.sn/tcl-20y-64gb-rom-4gb-ram-6.52-triple-camera-48mp22-4000-mah-bleu-kit-cadeau-offert-8874632.html
Oking Mate 30 PRO - Ecran 6.52" Ips - ROM 16Go Ram 2Go- Caméra 5 / 5MP - Batterie 4100 mAh,29500,Oking,550 FCFA,1/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/70/92595/1.jpg?5769,https://www.jumia.sn/oking-mate-30-pro-ecran-6.52-ips-rom-16go-ram-2go-camera-5-5mp-batterie-4100-mah-5952907.html
Redmi Note 10 Pro Max – Ecran 6.67″ - ROM 128GB - RAM 6GB - Caméra 108MP -,178000,Redmi,550 FCFA,0/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/64/09429/1.jpg?8064,https://www.jumia.sn/redmi-note-10-pro-max-ecran-6.67-rom-128gb-ram-6gb-camera-108mp-9249046.html
Calus Max 30 XS Max - Ecran 6.6" - RAM 1 Go - ROM 16 Go - Caméra 13MP - Noir,23500,Calus,550 FCFA,3.4/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/80/94488/1.jpg?8418,https://www.jumia.sn/calus-max-30-xs-max-ecran-6.6-ram-1-go-rom-16-go-camera-13mp-noir-8844908.html
Infinix HOT 10 lite 4G - ROM 32Go - RAM 2Go - Ecran 6.6"HD +DROP NOTCH - Caméra AR 13MP+ QVGA triple Camera - Caméra Front 8MP FF - Batterie 5000mAh,59500,Infinix,550 FCFA,0/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/58/47539/1.jpg?3707,https://www.jumia.sn/infinix-hot-10-lite-4g-rom-32go-ram-2go-ecran-6.6hd-drop-notch-camera-ar-13mp-qvga-triple-camera-camera-front-8mp-ff-batterie-5000mah-9357485.html
Invens S2 - Ecran 6.53" - ROM 32GB - RAM 3GB - Camera 8/5MP - Batterie 3800mAh - Noir,47500,Invens,550 FCFA,0/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/45/24016/1.jpg?6354,https://www.jumia.sn/invens-s2-ecran-6.53-rom-32gb-ram-3gb-camera-85mp-batterie-3800mah-noir-6104254.html
XIAOMI Redmi Note 8 2021 - 6.3" - 4G - 4Go Ram - 64Go Rom - 13Mpx - 4000mAh - Blanc,105000,XIAOMI,550 FCFA,0/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/24/25149/1.jpg?6987,https://www.jumia.sn/xiaomi-redmi-note-8-2021-6.3-4g-4go-ram-64go-rom-13mpx-4000mah-blanc-9415242.html
Mione A80 - Ecran 6.8" - RAM 2Go - ROM 32Go - Camera 5/13Mpx - Batterie 3800mAh - BLEU,55000,Mione,550 FCFA,0/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/99/56909/1.jpg?0778,https://www.jumia.sn/mione-a80-ecran-6.8-ram-2go-rom-32go-camera-513mpx-batterie-3800mah-bleu-9096599.html
Invens S2 - Ecran 6.53" - ROM 32GB - RAM 3GB - Camera 8/5MP - Batterie 3800mAh - Violet,47500,Invens,550 FCFA,3/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/55/24016/1.jpg?6354,https://www.jumia.sn/invens-s2-ecran-6.53-rom-32gb-ram-3gb-camera-85mp-batterie-3800mah-violet-6104255.html
Tecno SPARK 6 Go - 6.52" - ROM 32GB - RAM 2GB - Camera 13/8MP -  iCE jadette,61500,Tecno,550 FCFA,0/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/70/88927/1.jpg?7190,https://www.jumia.sn/tecno-spark-6-go-6.52-rom-32gb-ram-2gb-camera-138mp-ice-jadette-7298807.html
Doogee BL5500 Lite-Ecran6.19"-RAM2Go-ROM16Go-Caméra13Mpx-Batterie5500mAh,39900,Doogee,550 FCFA,4.6/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/78/139/1.jpg?9522,https://www.jumia.sn/bl5500-lite-4g-ecran-6.19-ram-2go-rom-16go-camera-13-megapixels-batterie-5500mah-empreintes-digitales-noir-doogee-mpg980.html
Tecno Spark 7 – Écran 6.5″ HD – ROM 32GB – RAM 2GB – Caméra 16/8MP  – Vert,64500,Tecno,550 FCFA,0/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/64/64788/1.jpg?7757,https://www.jumia.sn/tecno-spark-7-ecran-6.5-hd-rom-32gb-ram-2gb-camera-168mp-vert-8874646.html
Tecno Pop 5 – Écran 6.0″ – ROM 16GB – RAM 1GB – Caméra 8/5MP  – Bleu,45500,Tecno,550 FCFA,0/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/69/57966/1.jpg?3358,https://www.jumia.sn/tecno-pop-5-ecran-6.0-rom-16gb-ram-1gb-camera-85mp-bleu-6697596.html
Samsung Galaxy A12 – Ecran 6.5″  - ROM 64GB - RAM 4GB - Caméra 48MP -  Noir,88900,Samsung,550 FCFA,4.1/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/90/43606/1.jpg?0258,https://www.jumia.sn/samsung-galaxy-a12-ecran-6.5-rom-64gb-ram-4gb-camera-48mp-noir-6063409.html
Tecno Spark 7P – Écran 6.6″ – ROM 64GB – RAM 4GB – Caméra 16/8/2MP – Batterie 5000mAh - Noir,76500,Tecno,550 FCFA,0/5,Medina,https://sn.jumia.is/unsafe/fit-in/680x680/filters:fill(white)/product/81/80388/1.jpg?1558,https://www.jumia.sn/tecno-spark-7p-ecran-6.6-rom-64gb-ram-4gb-camera-1682mp-batterie-5000mah-noir-8830818.html
